PLAN_ID,BENEFIT_NAME,BENEFIT_GRP,PPT_Flag,PRODCODE,ARO_PC,TYPE,TYPE2,TYPE3,MinAge,MaxAge,MinTerm,MaxTerm,Minppt,Maxppt,MaxMatAge,MinMatAge,MinPrem,MaxPrem,MinSA,MaxSA,MapTo,DBOPT,Count,RE_CODE,FA_Zero,UIN_IND,NO_UIN_IND,DBO,VAL_METHOD,Revival_Period,Post_2013_Ind,ROP_IND,Payout_opt
UNHFV,Life Invest UL Investment Plan RP,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,5,75,75,5,0,9999999999,0,99999999999,UNHRE,99,1,0,0,0,0,1,0,36,0,0,0
UNHP01,Life Invest UL Investment Plan SP Prem,Life Invest,0,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,1,1,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,1,0,0,1,0,36,0,0,0
UNHP03,Life Invest UL Investment Plan 3P Prem,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,3,3,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,1,0,0,1,0,36,0,0,0
UNHP05,Life Invest UL Investment Plan 5P Prem,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,5,5,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,1,0,0,1,0,36,0,0,0
UNHP07,Life Invest UL Investment Plan 7P Prem,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,7,7,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,1,0,0,1,0,36,0,0,0
UNHP10,Life Invest UL Investment Plan 10P Prem,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,10,10,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,1,0,0,1,0,36,0,0,0
UNHPE,Life Invest UL Investment Plan RP Prem,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,10,75,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,1,0,0,1,0,36,0,0,0
UNHR01,Life Invest UL Investment Plan SP FA,Life Invest,0,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,1,1,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNHR03,Life Invest UL Investment Plan 3P FA,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,3,3,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNHR05,Life Invest UL Investment Plan 5P FA,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,5,5,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNHR07,Life Invest UL Investment Plan 7P FA,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,7,7,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNHR10,Life Invest UL Investment Plan 10P FA,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,10,10,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNHAR,Max Life Life Invest Additional Risk,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,10,10,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNHRE,Life Invest UL Investment Plan RP FA,Life Invest,1,U_LINV,UHNILP,UL,Plan,UL,0,70,5,75,10,75,75,5,0,9999999999,0,99999999999,UNHRE,99,0,0,0,0,0,1,0,36,0,0,0
UNPFV,Life Maker UL Pension Plan,Life Maker Pension,0,U_PNSN,U_PNSN,UL_PENSION,Plan,UL,18,65,5,52,10,52,70,50,0,9999999999,0,99999999999,UNPRE,99,1,0,0,0,0,1,0,36,0,0,0
UNPFVI,Life Maker UL Pension Plan 2,Life Maker Pension,0,U_PNS2,U_PNS1,UL_PENSION,Plan,UL,18,65,5,52,5,52,70,50,0,9999999999,0,99999999999,UNPREI,99,1,0,0,0,0,1,0,36,0,0,0
UNPRE,Life Maker UL Pension Plan - FA,Life Maker Pension,0,U_PNSN,U_PNSN,UL_PENSION,Plan,UL,18,65,5,52,10,52,70,50,10000,9999999999,0,99999999999,UNPRE,99,0,0,0,0,0,1,0,36,0,0,0
UNPREI,Life Maker UL Pension Plan - FA 2,Life Maker Pension,0,U_PNS2,U_PNS1,UL_PENSION,Plan,UL,18,65,5,52,5,52,70,50,10000,9999999999,0,99999999999,UNPREI,99,0,0,0,0,0,1,0,36,0,0,0
VN00,Waiver Of Premium Rider,Waiver Of Premium Rider,1,CR_WPL,C_NPWR,NPAR,Rider,NPAR Protection,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,2,52,1,0,36,0,0,0
VN05T,Waiver Of Premium (Term 5 yr) Rider,Waiver Of Premium Rider,1,CR_WOP,C_NPWR,NPAR,Rider,NPAR Protection,20,55,5,5,5,5,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VN10T,Waiver Of Premium (Term 10 yr) Rider,Waiver Of Premium Rider,1,CR_WOP,C_NPWR,NPAR,Rider,NPAR Protection,20,55,10,10,10,10,60,28,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VN15T,Waiver Of Premium (Term 15 yr) Rider,Waiver Of Premium Rider,1,CR_WOP,C_NPWR,NPAR,Rider,NPAR Protection,20,55,15,15,15,15,60,33,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VN20T,Waiver Of Premium (Term 20 yr) Rider,Waiver Of Premium Rider,1,CR_WOP,C_NPWR,NPAR,Rider,NPAR Protection,20,55,20,20,20,20,60,38,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VN25T,Waiver Of Premium (Term 25 yr) Rider,Waiver Of Premium Rider,1,CR_WOP,C_NPWR,NPAR,Rider,NPAR Protection,20,55,25,25,25,25,60,43,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VN60T,Waiver Of Premium (Term to 60) Rider,Waiver Of Premium Rider,1,CR_WOP,C_NPWR,NPAR,Rider,NPAR Protection,20,55,5,55,5,55,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,2,53,1,0,36,0,0,0
VP,Payor Rider (Par) - Life Gain,Payor Rider (Par) ,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,1,23,1,0,36,0,0,0
VP00,Waiver Of Premium Rider (Par),Waiver Of Premium Rider (Par),1,CR_WPL,C_PPWR,PAR,Rider,Par,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,2,54,1,0,36,0,0,0
VP00E,Waiver Of Premium (Endt60) Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,10,42,10,42,60,28,0,9999999999,0,99999999999,NA,99,99,0,0,1,15,1,0,36,0,0,0
VP00P,Payor Benefit Rider (Par),Payor Rider (Par) ,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,1,23,1,0,36,0,0,0
VP07P,Payor Benefit Rider (Par),Payor Rider (Par) ,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,2,56,1,0,36,0,0,0
VP10P,Waiver of Premium 10 Yr Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,10,10,10,10,60,28,0,9999999999,0,99999999999,NA,99,99,0,0,2,57,1,0,36,0,0,0
VP20P,Waiver of Premium 20 Yr Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,20,20,20,20,60,38,0,9999999999,0,99999999999,NA,99,99,0,0,2,58,1,0,36,0,0,0
VP10L,Waiver of Premium 10 Yr Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,10,10,10,10,60,28,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VP15L,Waiver of Premium 15 Yr Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,15,15,15,15,60,33,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VP206L,Waiver of Premium (20 LG)  6 Yr Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,6,6,6,6,60,24,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VP206P,Payor Benefit (20 LG) 6 Yr Rider (Par),Payor Rider (Par) ,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,6,6,6,6,60,26,0,9999999999,0,99999999999,NA,99,99,0,0,1,23,1,0,36,0,0,0
VP251P,Payor Benefit 10 Yr Rider (Par),Payor Rider (Par) ,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,10,10,10,10,60,30,0,9999999999,0,99999999999,NA,99,99,0,0,1,23,1,0,36,0,0,0
VP255P,Payor Benefit 15 Yr Rider (Par),Payor Rider (Par) ,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,15,15,15,15,60,35,0,9999999999,0,99999999999,NA,99,99,0,0,1,23,1,0,36,0,0,0
VP256L,Waiver of Premium (25 LG)  6 Yr Rider (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,6,100,0,100,60,24,0,9999999999,0,99999999999,NA,99,99,0,0,1,14,1,0,36,0,0,0
VS,Waiver of Premium SS (Par),Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,11,26,11,26,60,32,0,9999999999,0,99999999999,NA,99,99,0,0,2,59,1,0,36,0,0,0
VSE,Waiver of Premium (Par) - Life Gain,Waiver Of Premium Rider (Par),1,CR_WOP,C_PPWR,PAR,Rider,Par,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,1,48,1,0,36,0,0,0
WN00,Whole Life Non-Participating Plan,Whole Life non par,1,CW____,C_NPWL,NPAR,Plan,NPAR Savings,0,70,30,100,30,100,100,30,0,9999999999,100000,50000000,NA,99,99,0,0,0,0,1,0,36,0,0,0
WN00E,Whole Life Non-Participating Plan (Employee),Whole Life non par,1,CW____,C_NPWL,NPAR,Plan,NPAR Savings,0,70,30,100,30,100,100,30,0,9999999999,100000,50000000,NA,99,99,0,0,0,0,1,0,36,0,0,0
WP00,Whole Life Participating Plan,Whole Life Par,1,CW___P,C_PWL_,PAR,Plan,Par,0,70,30,100,30,100,100,100,0,9999999999,100000,100000000,NA,99,99,0,0,0,0,1,0,36,0,0,0
WP00D,Whole Life Participating Plan - ND,Whole Life Par,1,CW___P,C_PWL_,PAR,Plan,Par,0,70,30,100,30,100,100,100,0,9999999999,100000,100000000,NA,99,99,0,0,0,0,1,0,36,0,0,0
WP00E,Whole Life Participating Plan (Employee),Whole Life Par,1,CW___P,C_PWL_,PAR,Plan,Par,0,70,30,100,30,100,100,100,0,9999999999,100000,100000000,NA,99,99,0,0,0,0,1,0,36,0,0,0
WP00ED,Whole Life Participating Plan (Employee) - ND,Whole Life Par,1,CW___P,C_PWL_,PAR,Plan,Par,0,70,30,100,30,100,100,100,0,9999999999,100000,100000000,NA,99,99,0,0,0,0,1,0,36,0,0,0
WP00L,Amsure bonus builder,Amsure bonus builder,0,CAMLWL,C_AMWL,PAR,Plan,Par,18,50,50,82,20,42,100,68,0,9999999999,50000,99999999999,NA,99,99,0,0,0,0,1,0,36,0,0,0
WPLP03,Life Partner Plus Endowment,Life Partner Plus,0,CE_LPP,C_LPP_,PAR,Plan,Par,0,55,20,75,3,3,75,75,0,9999999999,50000,99999999999,NA,99,99,0,0,0,0,1,0,36,0,0,0
WPLP07,Life Partner Plus Endowment,Life Partner Plus,0,CE_LPP,C_LPP_,PAR,Plan,Par,0,55,20,75,7,7,75,20,0,9999999999,50000,99999999999,NA,99,99,0,0,0,0,1,0,36,0,0,0
WPLP10,Life Partner Plus Endowment,Life Partner Plus,0,CE_LPP,C_LPP_,PAR,Plan,Par,0,55,20,75,10,10,75,20,0,9999999999,50000,99999999999,NA,99,99,0,0,0,0,1,0,36,0,0,0
WPLP20,Life Partner Plus Endowment,Life Partner Plus,0,CE_LPP,C_LPP_,PAR,Plan,Par,0,55,20,75,20,20,75,20,0,9999999999,50000,99999999999,NA,99,99,0,0,0,0,1,0,36,0,0,0
UNLFV,Life Maker Premium,Life Maker Premium,1,U_LMPP,U_LMPP,UL,Plan,UL,18,65,5,52,0,52,70,50,0,9999999999,0,99999999999,UNLRE,99,1,0,0,0,0,1,0,36,0,0,0
UNLRE,Life Maker Premium,Life Maker Premium,1,U_LMPP,U_LMPP,UL,Plan,UL,18,65,5,52,0,52,70,50,0,9999999999,0,99999999999,UNLRE,99,0,0,0,0,0,1,0,36,0,0,0
UNLPE,Life Maker Premium,Life Maker Premium,1,U_LMPP,U_LMPP,UL,Plan,UL,18,65,5,52,5,52,70,50,10000,9999999999,0,99999999999,UNLRE,99,0,0,1,0,0,1,0,36,0,0,0
UAFSL,Life sec Ret Builder - ULIP - Level Simplified,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABSL,99,1,0,0,0,0,1,0,36,0,0,0
UABSL,Life sec Ret Builder - ULIP - Level Simplified Base Risk,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABSL,99,0,0,0,0,0,1,0,36,0,0,0
UAFLI,Life sec Ret Builder - ULIP - Increasing Standard,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABLI,99,1,0,0,0,0,1,0,36,0,0,0
UABLI,Life sec Ret Builder - ULIP - Increasing Standard base Risk,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABLI,99,0,0,0,0,0,1,0,36,0,0,0
UAILI,Life sec Ret Builder - ULIP - Increasing Standard Increasing,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABLI,99,0,0,0,0,0,1,0,36,0,0,0
UAFSI,Life sec Ret Builder - ULIP - Increasing Simplified,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABSI,99,1,0,0,0,0,1,0,36,0,0,0
UABSI,Life sec Ret Builder - ULIP - Increasing Simplified Base Risk,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABSI,99,0,0,0,0,0,1,0,36,0,0,0
UAISI,Life sec Ret Builder - ULIP - Increasing Simplified Increasing,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABSI,99,0,0,0,0,0,1,0,36,0,0,0
UAFLL,Life sec Ret Builder - ULIP - Level Standard,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABLL,99,1,0,0,0,0,1,0,36,0,0,0
UABLL,Life sec Ret Builder - ULIP - Level Standard Base Risk,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABLL,99,0,0,0,0,0,1,0,36,0,0,0
UNPFV3,Life Maker Linked Pension Plan 2007,Life Maker Pension,0,U_PNS3,U_PNS2,UL_PENSION,Plan,UL,18,65,5,52,5,52,70,50,0,9999999999,0,99999999999,UNPRE3,99,1,0,0,0,0,1,0,36,0,0,0
UNPRE3,Life Maker Linked Pension Plan -Risk Element 2007,Life Maker Pension,0,U_PNS3,U_PNS2,UL_PENSION,Plan,UL,18,65,5,52,5,52,70,50,10000,9999999999,0,99999999999,UNPRE3,99,0,0,0,0,0,1,0,36,0,0,0
UNEFVL,Life Maker Gold Investment Plan,Life Maker UL Investment Plan,1,U_ENDW,U_END2,UL,Plan,UL,12,60,10,58,0,58,70,22,0,9999999999,0,99999999999,UNERE,99,1,0,0,0,0,1,0,36,0,0,0
UNEREL,Life Maker Gold Investment Plan - Risk Element,Life Maker UL Investment Plan,1,U_ENDW,U_END2,UL,Plan,UL,12,60,10,58,10,58,70,22,10000,9999999999,50000,99999999999,UNERE,99,0,0,0,0,0,1,0,36,0,0,0
UNEARL,Life Maker Gold Investment Plan - Addl Risk,Life Maker UL Investment Plan,1,U_ENDW,U_END2,UL,Plan,UL,12,60,10,58,0,58,70,22,0,9999999999,0,99999999999,UNERE,99,0,0,0,0,0,1,0,36,0,0,0
UNEFVU,Life Maker Platinum Investment Plan,Life Maker UL Investment Plan,1,U_ENDW,U_END2,UL,Plan,UL,12,60,10,58,10,58,70,22,0,9999999999,0,99999999999,UNERE,99,1,0,0,0,0,1,0,36,0,0,0
UNEREU,Life Maker Platinum Investment Plan - Risk Element,Life Maker UL Investment Plan,1,U_ENDW,U_END2,UL,Plan,UL,12,60,10,58,10,58,70,22,10000,9999999999,50000,99999999999,UNERE,99,0,0,0,0,0,1,0,36,0,0,0
UNEARU,Life Maker Platinum Investment Plan - Addl Risk,Life Maker UL Investment Plan,0,U_ENDW,U_END2,UL,Plan,UL,12,60,10,58,10,58,70,22,0,9999999999,0,99999999999,UNERE,99,0,0,0,0,0,1,0,36,0,0,0
UNMF05,Life Maker Premium Unit Linked Investment 10yr 5pay Plan,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,8,65,10,10,5,5,75,18,0,9999999999,0,99999999999,UNMRE,99,1,0,0,0,0,1,0,36,0,0,0
UNMR05,Life Maker Premium Unit Linked Investment 10yr 5pay Plan-FA,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,8,65,10,10,5,5,75,18,0,9999999999,100000,99999999999,UNMRE,99,0,0,0,0,0,1,0,36,0,0,0
UNMP05,Life Maker Premium Unit Linked Investment 10yr 5pay Plan-Prem,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,8,65,10,10,5,5,75,18,20000,9999999999,0,99999999999,UNMRE,99,0,0,1,0,0,1,0,36,0,0,0
UNMF10,Life Maker Premium Unit Linked Investment 20yr 10pay Plan,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,0,65,20,20,10,10,75,20,0,9999999999,0,99999999999,UNMRE,99,1,0,0,0,0,1,0,36,0,0,0
UNMR10,Life Maker Premium Unit Linked Investment 20yr 10pay Plan-FA,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,0,65,20,20,10,10,75,20,0,9999999999,100000,99999999999,UNMRE,99,0,0,0,0,0,1,0,36,0,0,0
UNMP10,Life Maker Premium Unit Linked Investment 20yr 10pay Plan-Prem,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,0,65,20,20,10,10,75,20,20000,9999999999,0,99999999999,UNMRE,99,0,0,1,0,0,1,0,36,0,0,0
UNMF15,Life Maker Premium Unit Linked Investment 30yr 15pay Plan,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,0,65,30,30,15,15,75,30,0,9999999999,0,99999999999,UNMRE,99,1,0,0,0,0,1,0,36,0,0,0
UNMR15,Life Maker Premium Unit Linked Investment 30yr 15pay Plan-FA,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,0,65,30,30,15,15,75,30,0,9999999999,100000,99999999999,UNMRE,99,0,0,0,0,0,1,0,36,0,0,0
UNMP15,Life Maker Premium Unit Linked Investment 30yr 15pay Plan-Prem,Life Maker Premium,0,U_LMPI,ULMPIP,UL,Plan,UL,0,65,30,30,15,15,75,30,20000,9999999999,0,99999999999,UNMRE,99,0,0,1,0,0,1,0,36,0,0,0
UNMFV,Life Maker Premium Unit Linked Investment Plan,Life Maker Premium,1,U_LMPI,ULMPIP,UL,Plan,UL,0,65,10,30,10,30,75,18,0,9999999999,0,99999999999,UNMRE,99,1,0,0,0,0,1,0,36,0,0,0
UNMRE,Life Maker Premium Unit Linked Investment Plan-FA,Life Maker Premium,1,U_LMPI,ULMPIP,UL,Plan,UL,0,65,10,30,10,30,75,18,0,9999999999,100000,99999999999,UNMRE,99,0,0,0,0,0,1,0,36,0,0,0
UNMPE,Life Maker Premium Unit Linked Investment Plan-Prem,Life Maker Premium,1,U_LMPI,ULMPIP,UL,Plan,UL,0,65,10,30,10,30,75,18,20000,9999999999,0,99999999999,UNMRE,99,0,0,1,0,0,1,0,36,0,0,0
UNMAR,Life Maker Premium Unit Linked Investment Plan-ADDTL Risk,Life Maker Premium,1,U_LMPI,ULMPIP,UL,Plan,UL,0,65,10,30,10,30,75,18,20000,9999999999,0,99999999999,UNMRE,99,0,0,0,0,0,1,0,36,0,0,0
URGCUL,Smart Steps(Fund Coverage),Smart Steps,0,U_SMTR,U_SMTR,UL,Plan,UL,21,50,10,25,0,25,60,0,0,9999999999,0,99999999999,ULSMTR,99,1,0,0,0,0,1,0,36,0,0,0
URGCUP,Smart Steps(Premium Coverage),Smart Steps,0,U_SMTR,U_SMTR,UL,Plan,UL,21,50,10,25,0,25,60,0,20000,9999999999,0,99999999999,ULSMTR,99,0,0,1,0,0,1,0,36,0,0,0
URGCUR,Smart Steps(Risk Coverage),Smart Steps,0,U_SMTR,U_SMTR,UL,Plan,UL,21,50,10,25,0,25,60,0,0,9999999999,100000,99999999999,ULSMTR,99,0,0,0,0,0,1,0,36,0,0,0
URGSVN,Smart Steps(WOP coverage),Smart Steps,1,U_SWOP,U_SWOP,UL,Rider,UL,0,50,0,39,0,39,60,0,0,9999999999,0,1000000,URGSVN,99,1,0,0,2,60,1,0,36,0,0,0
URPCUL,Smart Steps Plus (Fund Coverage),Smart Steps Plus,0,U_SMTP,U_SMTP,UL,Plan,UL,21,50,10,25,10,25,60,0,0,9999999999,0,99999999999,ULSMTP,99,1,0,0,0,0,1,0,36,0,0,0
URPCUP,Smart Steps Plus (Premium Coverage),Smart Steps Plus,0,U_SMTP,U_SMTP,UL,Plan,UL,21,50,10,25,10,25,60,0,20000,9999999999,0,99999999999,ULSMTP,99,0,0,1,0,0,1,0,36,0,0,0
URPCUR,Smart Steps Plus(Risk Coverage),Smart Steps Plus,0,U_SMTP,U_SMTP,UL,Plan,UL,21,50,10,25,10,25,60,0,0,9999999999,100000,99999999999,ULSMTP,99,0,0,0,0,0,1,0,36,0,0,0
USDD25,Smart Steps Plus(DD coverage),Smart Steps,1,U_DDR_,UGDD_R,UL,Rider,UL,12,55,0,58,0,58,60,27,0,9999999999,50000,2000000,USDD25,99,1,0,0,2,61,1,0,36,0,0,0
USGCUL,Smart Steps Single premium(Fund Coverage),Smart Steps,0,U_SMTS,U_SMTS,UL,Plan,UL,21,50,10,25,1,1,60,0,0,9999999999,0,99999999999,ULSMTS,99,1,0,0,0,0,1,0,36,0,0,0
USGCUP,Smart Step Single premium(Premium Coverage),Smart Steps,0,U_SMTS,U_SMTS,UL,Plan,UL,21,50,10,25,1,1,60,0,50000,9999999999,0,99999999999,ULSMTS,99,0,0,1,0,0,1,0,36,0,0,0
USGCUR,Smart Steps Single premium(Risk Coverage),Smart Steps,0,U_SMTS,U_SMTS,UL,Plan,UL,21,50,10,25,1,1,60,0,0,9999999999,250000,99999999999,ULSMTS,99,0,0,0,0,0,1,0,36,0,0,0
USSVN,Smart Steps Plus(WOP coverage),Smart Steps,1,U_SWOP,U_SWOP,UL,Rider,UL,0,50,0,39,0,39,60,0,0,9999999999,0,99999999999,USSVN,99,1,0,0,2,62,1,0,36,0,0,0
UNPFV5,Smart Invest Pension Plan- Fund,Smart Invest Pension,0,U_SINV,U_SINV,UL_PENSION,Plan,UL,18,60,10,52,5,52,70,50,0,9999999999,0,99999999999,UNSINV,99,1,0,0,0,0,1,0,36,0,0,0
UNPRE5,Smart Invest Pension Plan- Risk,Smart Invest Pension,0,U_SINV,U_SINV,UL_PENSION,Plan,UL,18,60,10,52,5,52,70,50,10000,9999999999,0,99999999999,UNSINV,99,0,0,0,0,0,1,0,36,0,0,0
UNPFV4,Smart Invest Pension (Indexed - Fund Coverage),Smart Invest Pension,0,U_SINV,U_SINV,UL_PENSION,Plan,UL,18,60,10,52,4,52,70,50,0,9999999999,0,99999999999,UNSINV,99,1,0,0,0,0,1,0,36,0,0,0
UNPFVS,Smart Invest Pension (Single Premium - Fund Coverage),Smart Invest Pension,0,U_SINV,U_SINV,UL_PENSION,Plan,UL,18,60,10,52,1,1,70,50,0,9999999999,0,99999999999,UNSINV,99,1,0,0,0,0,1,0,36,0,0,0
UNPRES,Smart Invest Pension(Single Premium -  Risk Coverage),Smart Invest Pension,0,U_SINV,U_SINV,UL_PENSION,Plan,UL,18,60,10,52,1,1,70,50,150000,9999999999,0,99999999999,UNSINV,99,0,0,0,0,0,1,0,36,0,0,0
UNPRE4,Smart Invest Pension Plan- Risk,Smart Invest Pension,0,U_SINV,U_SINV,UL_PENSION,Plan,UL,18,60,10,52,4,52,70,50,10000,9999999999,0,99999999999,UNSINV,99,0,0,0,0,0,1,0,36,0,0,0
ULSFE,Smart Assure Unit Linked Investment Plan,Smart Assure,0,U_SMTA,U_SMTA,UL,Plan,UL,0,75,10,30,0,100,85,0,0,9999999999,0,99999999999,U_SMTA,99,1,0,0,0,0,1,0,36,0,0,0
ULSPE,Smart Assure Premium Unit Linked Investment Plan,Smart Assure,0,U_SMTA,U_SMTA,UL,Plan,UL,0,75,10,30,0,100,85,0,20000,9999999999,0,99999999999,U_SMTA,99,0,0,1,0,0,1,0,36,0,0,0
ULSRE,Smart Assure Risk Unit Linked Investment Plan,Smart Assure,0,U_SMTA,U_SMTA,UL,Plan,UL,0,75,10,30,0,100,85,0,0,9999999999,100000,99999999999,U_SMTA,99,0,0,0,0,0,1,0,36,0,0,0
UNSFE,Smart Assure Unit Linked Investment Plan - Indexed,Smart Assure,0,U_SMTA,U_SMTA,UL,Plan,UL,0,75,10,30,0,100,85,0,0,9999999999,0,99999999999,U_SMTA,99,1,0,0,0,0,1,0,36,0,0,0
UNSPE,Smart Assure Premium Unit Linked Investment Plan - Indexed,Smart Assure,0,U_SMTA,U_SMTA,UL,Plan,UL,0,75,10,30,0,100,85,0,20000,9999999999,0,99999999999,U_SMTA,99,0,0,1,0,0,1,0,36,0,0,0
UNSRE,Smart Assure Risk Unit Linked Investment Plan - Indexed,Smart Assure,0,U_SMTA,U_SMTA,UL,Plan,UL,0,75,10,30,0,100,85,0,0,9999999999,100000,99999999999,U_SMTA,99,0,0,0,0,0,1,0,36,0,0,0
UNCF15,Capital Builder Unit Linked Investment Plan - 15 Pay,Capital Builder,0,U_CAPB,U_CAPB,UL,Plan,UL,0,55,15,15,15,15,70,0,0,9999999999,0,99999999999,U_CAPB,99,1,0,0,0,0,1,0,36,0,0,0
UNCR15,Capital Builder Unit Linked Investment Plan Risk Coverage - 15 Pay,Capital Builder,0,U_CAPB,U_CAPB,UL,Plan,UL,0,55,15,20,0,100,75,0,15000,300000,150000,3000000,U_CAPB,99,0,0,0,0,0,1,0,36,0,0,0
